Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag OLD,Abs Mag OLD,Photometry/Distance Note,General Note,Best mag_g,Best mag_r,Best mag_z,New Abs Mag,g_new - g_old,NED RI Distance,NED RI stdev ,NED Name,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Spectrum Filename,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,HI_OC Offset,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,check,StarSub Spectrum Name,Spectrum Quality,SpecQual Note,EXP Time,,,Choice,modelMag_g,modelMag_r,modelMag_z,petroMag_g,petroRad_g,petroMag_r,petroRad_r,petroMag_z,petroRad_z,B_modelMag_g,B_modeMag_r,B_modelMag_z,B_petroMag_g,B_petroMag_r,B_petroMag_z,modg diff,modr diff,modz diff,petg diff,petr diff,petz diff,E(B-V),(PC - MC) g,(PC - MC) r,(PC - MC) z,Spectra Obtained,S/N ok?,ssub ok?,"AGN candidate? (1=yes, 2=maybe)"
112934.61+104835.4,172.39421,10.80985,743,0.00248,6.09901,18.070066,-10.856231,-,,18.070066,17.488773,17.492243,-10.85623073,0,,,SDSS J112934.60+104835.4,SDSS,172.39417,10.809858,0.0024371799081564,1223,572,http://das.sdss.org/spectro/1d_26/1223/1d/spSpec-52781-1223-572.fit,344470591585124352.fit,344470591585124352,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,17.474348,17.051331,16.811455,18.070066,13.644888,17.488773,15.15778,17.492243,14.073123,,,,,,,,,,,,,,0.60,0.44,0.68,,0,-,0
111921.39+140431.6,169.83914,14.075455,484.6255327,0.00161655,3.9792,18.210186,-9.788793,Small VH,,18.120203,17.527319,17.149584,-9.87877584,-0.089983,,,,SDSS,169.83914,14.075455,0.0016165500273928,1753,278,http://das.sdss.org/spectro/1d_26/1753/1d/spSpec-53383-1753-278.fit,493654913578958848.fit,493654913578958848,n,,,,,,,,,,,,,,,,,,,,,,,t493654913578958848_ssub.fits,,,,,,MC,18.120203,17.527319,17.149584,18.210186,11.029297,17.620857,11.530515,17.344486,43.772152,,,,,,,,,,,,,,0.09,0.09,0.19,,1,1,0
131347.30+100311.1,198.44711,10.05309,472,0.001575,3.82229,18.091686,-9.819932171,Small-VH,,18.09199,17.557266,17.382595,-9.819628171,0.000304,,,SDSS J131347.30+100311.1,SDSS,198.44711,10.053086,0.00157150998711586,1798,353,http://das.sdss.org/spectro/1d_26/1798/1d/spSpec-53851-1798-353.fit,506323297890205696.fit,506323297890205696,n,,,,,,,,,,,,,,,,,,,,,,,t506323297890205696_ssub.fits,,,,,,PC,18.478767,17.947041,17.570501,18.09199,4.473631,17.557266,4.038406,17.382595,14.316415,,,,,,,,,,,,,,-0.39,-0.39,-0.19,,1,1,0
100719.46+102145.8,151.83112,10.36273,524.6534912,0.00175007,5.22075,13.678949,-14.909715,-,,13.678949,13.394127,13.475566,-14.90971549,0,4.053,1.444,,NED,151.83112,10.36273,0.00175007001962513,1308,119,http://das.sdss.org/spectro/1d_26/1308/1d/spSpec-53053-1308-119.fit,368397130936614912.fit,368397130936614912,e,151.8325,10.35611111,151.8316667,10.3625,23.18855282,536,064-068,100719.8+102122,100719.6+102145,61(  3),7.52(0.07),88.1,2.42,7,7.94,MDM2008 N1 28,,MDM2008 N1 28,,,,,,,,,,,PC,13.701958,13.435635,13.27731,13.678949,30.349916,13.394127,31.983047,13.475566,28.03793,,,,,,,,,,,,,0.041,-0.02,-0.04,0.20,100719+102207.fits,,,
103623.80+124226.6,159.09917,12.70739,641,0.002138,6.75047,14.145062,-15.001608,-,,14.145062,13.53445,13.050154,-15.00160806,0,5.4,,NGC 3299,NED,159.09935,12.70737,0.0018832900095731,1748,219,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-219.fit,492246374511804416.fit,492246374511804416,e,159.0966667,12.71194444,159.1,12.70666667,22.31658839,604,N3299,103623.2+124243,103624.0+124224,112(  2),3.97(0.06),36.1,2.32,11.1,8.06,MDM2008 N3 30,,MDM2008 N3 30,,,,,,,,,,,MC,14.145062,13.53445,13.050154,14.54283,37.508274,13.956082,38.195473,13.649083,39.559772,,,,,,,,,,,,,0.025,0.40,0.42,0.60,103623+124252.fits,,,
104917.22+122518.3,162.32176,12.42176,1383,0.004613,24.679,16.474543,-15.487095,-,companion,16.474543,16.189631,15.365599,-15.48709479,0,,,CGCG 066-029,NED,162.32194,12.42051,0.00390985980629921,1601,567,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-567.fit,450869567279857664.fit,450869567279857664,e,162.3141667,12.43,162.32125,12.42222222,37.47187988,1376,066-029,104915.4+122548,104917.1+122520,68(  2),4.22(0.05),62.6,1.82,17.5,8.48,MDM2009 N6 360,,MDM2009 N6 360,,,,,,,,,,,PC,16.428513,16.117304,15.722911,16.474543,13.254434,16.189631,13.891476,15.365599,19.081888,,,,,,,,,,,,,0.027,0.05,0.07,-0.36,104917+122519.fits,,,
112912.42+115155.8,172.30177,11.8655,3229,0.010771,50.6703,16.463478,-17.060289,radius too small - measure g,companion,16.463478,16.307522,18.819225,-17.06028938,0,,,IC 2870,NED,172.30116,11.86523,0.010610300116241,1606,146,http://das.sdss.org/spectro/1d_26/1606/1d/spSpec-53055-1606-146.fit,452276682699571200.fit,452276682699571200,e,172.2995833,11.86944444,172.30125,11.86527778,16.1083066,3230,,112911.9+115210,112912.3+115155,113(  3),5.61(0.06),58.8,2,48.7,9.5,"4M2010 N1 48,49","4M2010 N1 48,49",,,,,"4M2010 N1 48,49",,,,,,,PC,19.550116,18.956442,18.171606,16.463478,2.969876,16.307522,43.77573,18.819225,15.592323,,,,,,,,,,,,,0.04,-3.09,-2.65,0.65,"112912+115155a.fits, 112912+115155b.fits, 112912+115155c.fits",,,
094904.68+135250.7,147.26954,13.88075,3642,0.012148,54.8411,16.006325,-17.68920579,-,,16.006325,15.673501,15.821566,-17.68920579,0,,,CGCG 063-073,NED,147.27089,13.87928,0.0121587999165058,2582,159,http://das.sdss.org/spectro/1d_26/2582/1d/spSpec-54139-2582-159.fit,727000915768246272.fit,727000915768246272,e,147.2691667,13.88055556,147.2708333,13.87916667,7.676480869,3642,063-073,094904.6+135250,094905.0+135245,145(  5),3.70(0.07),30.8,2.22,54.8,9.42,Lick2009apr 94+95; 4M2010 N1 35+36,4M2010 N1 35+36,,Lick2009apr 94+95,,,"4M2010 N1 35, 36;",,,,,,,PC,15.949401,15.611129,15.458842,16.006325,27.155382,15.673501,43.771397,15.821566,22.650909,,,,,,,,,,,,,0.037,0.06,0.06,0.36,"094905+135250a.fits, 094905+135250b.fits",,,
102541.41+114421.4,156.42257,11.73928,2320.695341,0.00774107,36.917,14.671246,-18.164886,-,,14.671246,14.150967,13.725085,-18.16488601,0,,,,NED,156.421,11.73983,0.00774106988683343,1598,528,http://das.sdss.org/spectro/1d_26/1598/1d/spSpec-53033-1598-528.fit,450024789998829568.fit,450024789998829568,e,156.4216667,11.74583333,156.4233333,11.73888889,25.68090725,2349,065-029,102541.2+114445,102541.6+114420,245(  4),6.13(0.08),35.2,2.02,31.6,9.16,4M2011 N1 35,4M2011 N1 35,,,,,,,,,,,,PB,18.6852,18.614521,18.551819,18.780392,2.160516,18.676756,2.043754,18.74346,1.768278,14.797553,14.245125,13.653178,14.671246,14.150967,13.725085,-3.887647,-4.369396,-4.898641,-4.109146,-4.525789,-5.018375,0.033,0.10,0.06,0.19,102541+114421.fits,,,
131221.81+121023.6,198.09088,12.17324,3295,0.010992,52.75,15.313168,-18.297944,-,,15.313168,14.906776,14.648068,-18.29794432,0,,,CGCG 072-022,NED,198.0907,12.17288,0.0110339997336268,1697,355,http://das.sdss.org/spectro/1d_26/1697/1d/spSpec-53142-1697-355.fit,477891280119005184.fit,477891280119005184,e,198.0958333,12.17222222,198.0908333,12.17305556,17.84921922,3356,072-022,131223.0+121020,131221.8+121023,186(  1),8.31(0.09),51.6,2.3,50.3,9.69,MDM2008 N1 47; MDM2008 N2 49,,MDM2008 N1 47; MDM2008 N2 49,,,,,,,,,,,PC,15.14989,14.905574,14.163327,15.313168,16.257105,14.906776,16.05337,14.648068,15.137253,,,,,,,,,,,,,0.026,0.16,0.00,0.48,"131222+121028a.fits, 131222+121028b.fits",,,
104816.88+123745.3,162.07036,12.62927,704,0.002348,7.4627,11.272579,-18.091901,BVK mag,,10.85,9.92,6.75,-18.51447992,-0.422579,11.823,3.914,NGC 3384,NED,162.07035,12.62928,0.0019089300185442,1749,85,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-085.fit,492528901193465856.fit,492528901193465856,e,,,,,,,,,,,,,,,,z_HFS,,,,,,,,,,,,,N,11.438284,10.711817,9.89737,11.272579,18.200262,10.501042,17.532848,9.770897,17.712006,,,,,,,,,,,,,,-0.17,-0.21,-0.13,,,,
105053.28+132443.6,162.722,13.41213,841,0.002805,10.3169,11.682627,-18.385119,BVK mag,,11.45,10.54,7.67,-18.61774611,-0.232627,9.953,1.44,NGC 3412,NED,162.72198,13.41212,0.0025770200882107,1749,28,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-028.fit,492528900954390528.fit,492528900954390528,e,,,,,,,,,,,,,,,,z_HFS,,,,,,,,,,,,,N,11.720502,11.004628,10.32125,11.682627,28.635584,10.975536,25.015442,10.281437,28.988712,,,,,,,,,,,,,,-0.04,-0.03,-0.04,,,,
110002.38+145029.6,165.00992,14.84158,1436,0.00479,26.153,13.298759,-18.79,-,,13.298759,12.726367,12.477287,-18.78884857,0,,,NGC 3485,NED,165.00984,14.84159,0.00488608982414007,1750,566,http://das.sdss.org/spectro/1d_26/1750/1d/spSpec-53358-1750-566.fit,492810382482604032.fit,492810382482604032,e,165.00875,14.83333333,165.01,14.84111111,28.33588066,1432,N3485,110002.1+145000,110002.4+145028,135(  2),26.14(0.08),203.5,2.47,17.5,9.28,MDM2008 N2 38,,MDM2008 N2 38,,,,,,,,,,,PB,16.849689,16.347321,15.810678,16.902153,2.131095,16.360399,2.172602,15.810584,2.205969,13.4367,12.821893,12.175711,13.298759,12.726367,12.477287,-3.412989,-3.525428,-3.634967,-3.603394,-3.634032,-3.333297,0.021,0.05,0.01,0.00,110001+145017.fits,,,
104856.35+141311.3,162.23482,14.21983,2956,0.00986,46.2809,14.149749,-19.17726,-,,14.362974,14.060875,13.792686,-18.96403498,0.213225,,,NGC 3391,NED,162.23483,14.21983,0.00992143992334604,1749,547,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-547.fit,492528903131234304.fit,492528903131234304,e,162.2391667,14.21361111,162.235,14.21916667,24.7271078,2956,N3391,104857.4+141249,104856.4+141309,213(  2),9.90(0.09),69.1,2.19,44.9,9.67,Lick2008 N1 14+15,,,Lick2008 N1 14+15,,,,,,,,,,MC,14.362974,14.060875,13.792686,14.149749,17.649874,14.023377,15.050518,13.946134,12.01413,,,,,,,,,,,,,0.035,-0.21,-0.04,0.15,104857+141306.fits,,,
103621.31+134241.1,159.08883,13.71142,3011,0.010044,46.8347,14.333777,-19.019062,-,,14.333777,13.557204,13.036238,-19.01906171,0,,,UGC 05760,NED,159.08879,13.71148,0.0096545796841383,1748,467,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-467.fit,492246375551991808.fit,492246375551991808,e,159.09375,13.71111111,159.0891667,13.71194444,16.30808624,3000,065-063,103622.5+134240,103621.4+134243,304(  8),4.48(0.10),23.1,2.49,45.6,9.34,MDM2008 N3 29,,MDM2008 N3 29,,,,,,,,,,,PC,14.465939,13.683277,13.120539,14.333777,27.134052,13.557204,27.204426,13.036238,23.686386,,,,,,,,,,,,,0.031,-0.13,-0.13,-0.08,103622+134250.fits,,,
111855.96+130531.9,169.73317,13.09222,807,0.002692,7.80496,11.088606,-18.373247,BVK mag,,10.25,9.33,6.066,-19.21185341,-0.838606,12.622,2.284,MESSIER 065,NED,169.73296,13.09231,0.00213770009577274,1605,417,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-417.fit,451995238924288000.fit,451995238924288000,e,169.7333333,13.095,169.7320833,13.09222222,10.91836707,803,N3623,111856.0+130542,111855.7+130532,493(  4),12.22(0.10),59.6,1.86,10,8.46,z_HFS,,,,,,,,,,,,,N,11.131652,10.171111,9.424723,11.088606,38.79586,10.170812,40.522823,9.384882,40.330757,,,,,,,,,,,,,,-0.04,0.00,-0.04,,,,
103419.80+134516.4,158.5825,13.75458,2966,0.009894,46.1705,14.082254,-19.239569,-,,14.082254,13.451519,12.965569,-19.23956889,0,,,UGC 05739,NED,158.58297,13.75342,0.0100761000066996,1747,629,http://das.sdss.org/spectro/1d_26/1747/1d/spSpec-53075-1747-629.fit,491964742340968448.fit,491964742340968448,e,158.5804167,13.74666667,158.5833333,13.75277778,24.24915935,2968,065-058,103419.3+134448,103420.0+134510,238( 14),2.25(0.10),12,2.71,45.1,9.03,MDM2008 N1 32,,MDM2008 N1 32,,,,,,,,,,,PC,14.179976,13.482498,12.840316,14.082254,24.052851,13.451519,22.305971,12.965569,20.005184,,,,,,,,,,,,,0.038,-0.10,-0.03,0.13,103420+134502.fits,,,
103710.21+123908.8,159.29258,12.65247,2889,0.009637,45.0971,14.025398,-19.245345,-,,14.025398,13.365906,12.846963,-19.24534508,0,50.143,3.419,NGC 3306,NED,159.29256,12.65257,0.00993749033659697,1748,132,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-132.fit,492246374146899968.fit,492246374146899968,e,159.2920833,12.65583333,159.2929167,12.65222222,13.32546816,2889,N3306,103710.1+123921,103710.3+123908,265(  3),11.27(0.09),66,2.34,44,9.71,MDM2008 N1 33; MDM2008 N3 31,,MDM2008 N1 33; MDM2008 N3 31,,,,,,,,,,,PC,14.095094,13.349235,12.732818,14.025398,17.749638,13.365906,16.64666,12.846963,14.555039,,,,,,,,,,,,,0.025,-0.07,0.02,0.11,"103710+123921a.fits, 103710+123921b.fits",,,
100422.46+133716.3,151.09361,13.62121,2895.347938,0.00965792,44.6914,13.949929,-19.3011908,-,,13.949929,13.346663,12.864764,-19.3011908,0,38.9,0,,NED,151.09361,13.62121,0.00965792033821344,2586,224,http://das.sdss.org/spectro/1d_26/2586/1d/spSpec-54169-2586-224.fit,728126944796737536.fit,728126944796737536,e,151.0958333,13.62555556,151.0941667,13.62111111,17.02946832,2803,N3107,100423.0+133732,100422.6+133716,204(  2),1.75(0.07),13.2,2.07,42.8,8.88,Lick2008 N1 17,,,Lick2008 N1 17,,,,,,,,,,PB,17.631239,16.768038,15.91403,17.669239,1.893436,16.809187,1.549336,15.940331,1.788115,14.117398,13.518741,12.979193,13.949929,13.346663,12.864764,-3.513841,-3.249297,-2.934837,-3.71931,-3.462524,-3.075567,0.04,0.04,0.04,0.03,100423+133742.fits,,,
101250.50+124000.0,153.21042,12.66667,2808,0.009366,43.5571,13.778214,-19.417081,-,,13.778214,13.223467,13.444355,-19.41708079,0,37.046,5.243,NGC 3153,NED,153.21046,12.66659,0.00938007980585098,1745,175,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-175.fit,491401730353790976.fit,491401730353790976,e,153.2104167,12.66916667,153.21,12.66666667,9.118212115,2811,N3153,101250.5+124009,101250.4+124000,253(  2),18.35(0.10),104.2,2.47,32.7,9.66,MDM2008 N2 37; MDM2008 N3 27,,MDM2008 N2 37; MDM2008 N3 27,,,,,,,,,,,PC,14.135803,13.171158,12.997953,13.778214,33.437634,13.223467,33.478008,13.444355,24.507723,,,,,,,,,,,,,0.041,-0.36,0.05,0.45,"101252+123958a.fits, 101252+123958b.fits",,,
095642.58+153815.8,149.17745,15.63773,4597,0.015334,68.0375,14.713958,-19.45,-,,14.534286,14.228917,14.081094,-19.62945574,-0.179672,,,UGC 05342,NED,149.17726,15.63769,0.0152295995503664,2583,62,http://das.sdss.org/spectro/1d_26/2583/1d/spSpec-54095-2583-062.fit,727282201359548416.fit,727282201359548416,e,149.1779167,15.63416667,149.1770833,15.63694444,10.40895019,4589,093-004,095642.7+153803,095642.5+153813,269( 19),5.67(0.11),31.1,2.48,68.1,9.79,MDM2009 N6 354,,MDM2009 N6 354,,,,,,,,,,,MB,17.287931,16.893066,16.550083,17.382092,2.127168,16.936916,2.041711,16.594618,2.023271,14.534286,14.228917,14.081094,14.713958,14.428175,14.277736,-2.753645,-2.664149,-2.468989,-2.668134,-2.508741,-2.316882,0.031,0.09,0.04,0.04,095643+153815.fits,,,
111506.20+144713.2,168.77586,14.78702,1193,0.003979,22.458,12.535722,-19.221133,BVK mag,,12.01,11.49,8.697,-19.74685539,-0.525722,23,0,NGC 3596,NED,168.77586,14.78701,0.00400699023157358,1752,481,http://das.sdss.org/spectro/1d_26/1752/1d/spSpec-53379-1752-481.fit,493373422273822720.fit,493373422273822720,e,168.775,14.78388889,168.7758333,14.78666667,10.41219813,1193,N3596,111506.0+144702,111506.2+144712,118(  2),35.70(0.07),332.7,2.2,20.7,9.56,MDM2009 N2 170,,MDM2009 N2 170,,,,,,,,,,,N,12.881701,12.201674,11.555598,12.535722,54.322811,11.911025,56.963398,11.823034,44.709026,,,,,,,,,,,,,0.022,-0.35,-0.29,0.27,111506+144713.fits,,,
112014.98+125929.4,170.06243,12.99152,840.2094385,0.00280266,8.34231,8.9,-20.706432,BVK mag,,9.65,8.92,5.881,-19.95643162,0.75,10.077,1.754,,NED,170.06243,12.99152,0.00280265999026597,1605,451,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-451.fit,451995239066894336.fit,451995239066894336,e,170.0629167,12.98833333,170.0625,12.98916667,3.337115083,716,N3627,112015.1+125918,112015.0+125921,369(  3),40.49(0.11),212.7,2.21,9.4,8.92,z_HFS,,,,,,,,,,,,,N,11.286612,10.365409,9.645795,10.859418,51.165432,10.017593,49.41061,9.260901,56.071587,,,,,,,,,,,,,,-0.43,-0.35,-0.38,,,,
131239.86+123559.1,198.16612,12.59975,3362,0.011214,53.7423,13.622365,-20.029216,radius too small - measure by hand,,13.622365,12.924599,12.181026,-20.02921624,0,,,NGC 5020,NED,198.16613,12.59976,0.0109609998762608,1697,386,http://das.sdss.org/spectro/1d_26/1697/1d/spSpec-53142-1697-386.fit,477891280249028608.fit,477891280249028608,e,198.1695833,12.60472222,198.16625,12.59944444,22.31916955,3363,N5020,131240.7+123617,131239.9+123558,221(  2),26.64(0.11),129,2.53,50.4,10.2,MDM2008 N1 48,,MDM2008 N1 48,,,,,,,,,,,PC,13.79293,12.998052,12.356919,13.622365,20.89599,12.924599,20.55056,12.181026,29.091866,,,,,,,,,,,,,0.024,-0.17,-0.07,-0.18,131241+123620.fits,,,
104749.60+123453.9,161.95667,12.58164,911,0.003039,12.2567,9.6,-20.841868,BVK mag,,10.24,9.28,6.32,-20.20186778,0.64,10.468,1.354,MESSIER 105,NED,161.95669,12.58166,0.00309138000011444,1749,87,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-087.fit,492528901201854464.fit,492528901201854464,e,,,,,,,,,,,,,,,,z_HFS,,,,,,,,,,,,,N,10.514377,9.646652,8.896915,11.115225,18.053719,10.306769,17.833111,9.569605,17.819607,,,,,,,,,,,,,,0.60,0.66,0.67,,,,
114013.50+152032.4,175.05629,15.34236,3312,0.011048,52.0968,13.31351,-20.270545,-,,13.31351,12.526677,11.902681,-20.27054524,0,,,NGC 3800,NED,175.05624,15.34233,0.0110622998327017,1755,588,http://das.sdss.org/spectro/1d_26/1755/1d/spSpec-53386-1755-588.fit,494217877717516288.fit,494217877717516288,e,175.0558333,15.34,175.055,15.34166667,6.661086337,3293,N3800,114013.4+152024,114013.2+152030,398( 13),5.29(0.11),27.4,2.16,49.6,9.49,MDM2008 N1 36,,MDM2008 N1 36,,,,,,,,,,,PC,13.605387,12.584214,11.798483,13.31351,31.972429,12.526677,30.12701,11.902681,25.615486,,,,,,,,,,,,,0.031,-0.29,-0.06,0.10,114013+152041.fits,,,
104657.60+125956.4,161.74,12.999,832,0.002774,10.2257,19.828081,-10.22038424,-,,19.828081,19.817225,17.853632,-10.22038424,0,,,LEDA 083339,NED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PB,21.780125,21.070599,20.780302,23.103924,2.97014,22.384939,2.970456,21.854776,2.969749,19.207289,18.254253,18.671282,19.828081,19.817225,17.853632,-2.572836,-2.816346,-2.10902,-3.275843,-2.567714,-4.001144,,1.32,1.31,1.07,,,,
104613.74+125741.1,161.55729,12.96143,886,0.002955,11.6688,19.229614,-11.10551698,-,,19.229614,19.742456,20.848433,-11.10551698,0,,,LeG 14,NED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,18.63945,19.103889,18.780695,19.229614,27.916008,19.742456,2.970129,20.848433,2.888759,18.63945,18.393509,18.666878,19.229614,19.685364,19.812601,0,-0.71038,-0.113817,0,-0.057092,-1.035832,,0.59,0.64,2.07,,,,
103955.65+135434.0,159.98188,13.90945,1010,0.00337,15.7101,19.236946,-11.74394875,-,,19.236946,18.944151,18.662233,-11.74394875,0,,,[RC3] 1037.2+1410,NED,,,,,,,,,,159.9825,13.90444444,159.9816667,13.90944444,18.23403703,1007,LeG06,103955.8+135416,103955.6+135434,21(  6),0.31(0.03),7.2,1.97,11.1,6.95,,,,,,,,,,,,,,MC,19.236946,18.944151,18.662233,20.475119,2.969965,20.159906,2.970351,20.112968,43.770802,19.236946,18.592438,18.052,18.508469,17.935719,17.441046,0,-0.351713,-0.610233,-1.96665,-2.224187,-2.671922,,1.24,1.22,1.45,,,,
113053.17+140843.0,172.72158,14.1453,878,0.002929,8.33854,17.180616,-12.42483408,-,,17.719994,17.202696,17.264231,-11.88545608,0.539378,,,SDSS J113053.17+140843.0,NED,,,,,,,,,,172.7241667,14.14527778,172.7225,14.14611111,6.545981842,880,KKH 68,113053.8+140843,113053.4+140846,22(  3),1.95(0.05),48.8,1.81,10.7,7.72,,,,,,,,,,,,,,PB,22.291735,23.767353,21.33131,22.186388,1.700909,24.134863,2.970534,20.434614,2.467651,17.180616,16.784365,16.628859,17.719994,17.202696,17.264231,-5.111119,-6.982988,-4.702451,-4.466394,-6.932167,-3.170383,,-0.11,0.37,-0.90,,,,
113453.11+110116.2,173.7213,11.02119,882,0.002942,7.58976,17.366505,-12.03463522,-,,17.366505,17.420645,17.420692,-12.03463522,0,,,SDSS J113453.11+110116.2,NED,,,,,,,,,,173.72875,11.02416667,173.7225,11.01944444,27.87016687,881,KKH 69,113454.9+110127,113453.4+110110,22(  2),1.59(0.04),34.6,2.08,10.3,7.6,,,,,,,,,,,,,,MC,17.366505,17.420645,17.420692,17.470869,2.969807,17.847782,11.205366,17.465532,27.924173,,,,,,,,,,,,,,0.10,0.43,0.04,,,,
113350.91+140315.0,173.46213,14.05417,934,0.003115,9.67978,17.576918,-12.35240943,-,,17.576918,17.121592,17.208067,-12.35240943,0,,,SDSS J113350.91+140315.0,NED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,17.610331,17.21715,17.073847,17.576918,11.572564,17.121592,11.601425,17.208067,9.547817,,,,,,,,,,,,,,-0.03,-0.10,0.13,,,,
114310.49+141328.9,175.79373,14.22471,1015,0.003386,12.943,18.089441,-12.47073376,-,,18.089441,17.691065,17.550663,-12.47073376,0,,,KDG 079,NED,,,,,,,,,,175.7954167,14.22194444,175.7933333,14.22361111,9.426265326,1017,KKH 71,114310.9+141319,114310.4+141325,85(  2),4.29(0.05),59,1.75,16.3,8.43,,,,,,,,,,,,,,PB,23.206102,22.677824,21.475927,23.453304,0.916461,22.846024,0.954232,21.69232,1.109682,18.272928,18.371286,17.681797,18.089441,17.691065,17.550663,-4.933174,-4.306538,-3.79413,-5.363863,-5.154959,-4.141657,,0.25,0.17,0.22,,,,
103728.64+122346.6,159.36936,12.39628,1330,0.004436439,23.3137,19.113319,-12.72473702,-,,19.113319,18.913759,18.544277,-12.72473702,0,,,,ALFALFA,,,,,,,,,,159.3675,12.39527778,159.3695833,12.39611111,7.915681816,1330,FGC125a,103728.2+122343,103728.7+122346,59(  4),1.98(0.06),26,2.19,22,8.35,,,,,,,,,,,,,,PB,21.806572,21.852287,21.962294,21.882813,2.152502,21.988853,1.732695,22.46476,1.502734,17.301914,17.072037,16.917,19.113319,18.913759,18.544277,-4.504658,-4.78025,-5.045294,-2.769494,-3.075094,-3.920483,,0.08,0.14,0.50,,,,
104843.33+121855.4,162.18057,12.3154,887,0.00296,11.4932,17.434286,-12.86791882,-,,17.434286,16.935001,16.497688,-12.86791882,0,,,SDSS J104843.33+121855.4,NED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,17.437351,16.900545,16.403084,17.434286,6.166236,16.935001,5.865981,16.497688,5.685453,,,,,,,,,,,,,,0.00,0.03,0.09,,,,
113708.80+131504.8,174.28667,13.25136,984,0.003281,11.3246,17.353346,-12.91676836,-,,17.353346,17.295923,17.355347,-12.91676836,0,,,SDSS J113708.80+131504.9,NED,,,,,,,,,,174.2825,13.25055556,174.2866667,13.25111111,14.73698324,983,,113707.8+131502,113708.8+131504,40(  4),1.29(0.04),23.2,1.92,12,7.64,,,,,,,,,,,,,,PC,17.236084,17.20792,17.391129,17.353346,13.539184,17.295923,14.459738,17.355347,10.759049,,,,,,,,,,,,,,0.12,0.09,-0.04,,,,
112259.13+122737.6,170.7463806,12.46046244,1613,0.005380433,29.0275,19.184237,-13.12981117,-,,19.184237,18.833241,19.05228,-13.12981117,0,,,,ALFALFA,,,,,,,,,,170.745,12.45805556,170.74625,12.46055556,10.01536005,1613,,112258.8+122729,112259.1+122738,42(  3),1.03(0.04),16,2.19,17.5,7.87,,,,,,,,,,,,,,PC,17.813869,17.509769,17.600863,19.184237,2.969264,18.833241,2.969869,19.05228,2.969354,,,,,,,,,,,,,,1.37,1.32,1.45,,,,
111316.20+152430.9,168.3175297,15.40860097,1479,0.004933453,27.3436,18.863602,-13.32067646,-,,18.863602,18.705099,18.790567,-13.32067646,0,,,,ALFALFA,,,,,,,,,,168.3195833,15.41055556,168.3179167,15.40777778,11.55241673,1479,,111316.7+152438,111316.3+152428,93(  4),0.89(0.04),13,1.58,17.5,7.81,,,,,,,,,,,,,,PC,17.972212,17.828474,18.096342,18.863602,2.969667,18.705099,2.970173,18.790567,27.922247,,,,,,,,,,,,,,0.89,0.88,0.69,,,,
104722.35+140416.3,161.84315,14.0712,573,0.001912,5.55159,15.192221,-13.52986592,-,,15.157836,14.685694,16.588751,-13.56425092,-0.034385,,,NGC 3377A,NED,,,,,,,,,,161.845,14.06944444,161.8433333,14.07055556,7.06203684,573,N3377A,104722.8+140410,104722.4+140414,46(  2),6.83(0.05),102.5,2.17,9.3,8.14,4M2010 N1 43,4M2010 N1 43,,,,,,,,,,,,MC,15.157836,14.685694,16.588751,15.192221,46.060249,14.787373,40.564026,36.095371,27.989185,15.157836,14.685694,16.588751,15.192221,14.787373,20.443462,0,0,0,0,0,-15.651909,0.034,0.03,0.10,19.51,104722+140417.fits,,,
095936.13+114630.1,149.90057,11.77504,2993,0.009984,45.8903,19.66725,-13.64135448,-,,19.66725,19.172207,19.128313,-13.64135448,0,,,LSBC D709-11,NED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PB,22.857977,23.621181,21.951286,22.911192,2.970178,23.863729,2.970471,22.88526,0.957881,18.759909,18.220713,18.773228,19.66725,19.172207,19.128313,-4.098068,-5.400468,-3.178058,-3.243942,-4.691522,-3.756947,,0.05,0.24,0.93,,,,
